Start time|End time|Protocol|Source IP|Destination IP|Source Port|Destination Port|Byte size|Packet count|Attack 
1568917561949275|1568917621868407|17|80.6.26.108|55171|200.19.107.255|19|19720|680|True
1568917561137587|1568917621109619|17|80.6.26.108|57979|200.19.107.238|19|20126|694|True
1568917561103497|1568917621080920|17|80.6.26.108|57979|200.19.107.255|19|20068|692|True
1568917526943967|1568917586929775|17|173.91.13.248|4040|200.19.107.238|19|20097|693|True
1568917526831613|1568917586812762|17|173.91.13.248|4040|200.19.107.255|19|20068|692|True
1568917526816030|1568917586788427|17|173.91.13.248|23516|200.19.107.238|19|19894|686|True
1568917526698923|1568917586673869|17|173.91.13.248|23516|200.19.107.255|19|20010|690|True
1568917504625821|1568917564564487|17|86.2.41.130|35736|200.19.107.238|19|19575|675|True
1568917504606024|1568917564581225|17|86.2.41.130|59213|200.19.107.238|19|20097|693|True
1568917504597117|1568917564533027|17|86.2.41.130|35736|200.19.107.255|19|19517|673|True
1568917504580852|1568917564557362|17|86.2.41.130|59213|200.19.107.255|19|20068|692|True
1568917501989133|1568917561975352|17|80.6.26.108|55171|200.19.107.238|19|19517|673|True
1568917501874343|1568917561858962|17|80.6.26.108|55171|200.19.107.255|19|19517|673|True
1568917501108136|1568917561054400|17|80.6.26.108|57979|200.19.107.238|19|20039|691|True
1568917501077388|1568917561018881|17|80.6.26.108|57979|200.19.107.255|19|20097|693|True
1568917466859015|1568917526858490|17|173.91.13.248|4040|200.19.107.238|19|20039|691|True
1568917466829288|1568917526743481|17|173.91.13.248|4040|200.19.107.255|19|20068|692|True
1568917466775216|1568917526725714|17|173.91.13.248|23516|200.19.107.238|19|19662|678|True
1568917466660190|1568917526611309|17|173.91.13.248|23516|200.19.107.255|19|19517|673|True
1568917444596476|1568917504510688|17|86.2.41.130|35736|200.19.107.255|19|19575|675|True
1568917444562316|1568917504517163|17|86.2.41.130|59213|200.19.107.238|19|20068|692|True
1568917444541719|1568917504535480|17|86.2.41.130|35736|200.19.107.238|19|19546|674|True
1568917444538416|1568917504493488|17|86.2.41.130|59213|200.19.107.255|19|20097|693|True
1568917441922315|1568917501898901|17|80.6.26.108|55171|200.19.107.238|19|19488|672|True
1568917441806885|1568917501783874|17|80.6.26.108|55171|200.19.107.255|19|19546|674|True
1568917441063221|1568917501020006|17|80.6.26.108|57979|200.19.107.238|19|20039|691|True
1568917441032605|1568917500993863|17|80.6.26.108|57979|200.19.107.255|19|20097|693|True
1568917406826135|1568917466770384|17|173.91.13.248|4040|200.19.107.238|19|20445|705|True
1568917406805895|1568917466744955|17|173.91.13.248|4040|200.19.107.255|19|20474|706|True
1568917406754524|1568917466684604|17|173.91.13.248|23516|200.19.107.238|19|19430|670|True
1568917406640673|1568917466569199|17|173.91.13.248|23516|200.19.107.255|19|19401|669|True
1568917384589157|1568917444506931|17|86.2.41.130|35736|200.19.107.255|19|19459|671|True
1568917384531426|1568917444449642|17|86.2.41.130|59213|200.19.107.255|19|20126|694|True
1568917384523088|1568917444454276|17|86.2.41.130|35736|200.19.107.238|19|19488|672|True
1568917384478541|1568917444473547|17|86.2.41.130|59213|200.19.107.238|19|20155|695|True
1568917381845200|1568917441831305|17|80.6.26.108|55171|200.19.107.238|19|19923|687|True
1568917381723057|1568917441715915|17|80.6.26.108|55171|200.19.107.255|19|19952|688|True
1568917381057908|1568917440973390|17|80.6.26.108|57979|200.19.107.238|19|21141|729|True
1568917380951464|1568917440947755|17|80.6.26.108|57979|200.19.107.255|19|21170|730|True
1568917346774570|1568917406743405|17|173.91.13.248|4040|200.19.107.238|19|21576|744|True
1568917346753266|1568917406726388|17|173.91.13.248|4040|200.19.107.255|19|21576|744|True
1568917346670989|1568917406667924|17|173.91.13.248|23516|200.19.107.238|19|19372|668|True
1568917346554763|1568917406545681|17|173.91.13.248|23516|200.19.107.255|19|19372|668|True
1568917324530149|1568917384443479|17|86.2.41.130|59213|200.19.107.255|19|20068|692|True
1568917324502691|1568917384498662|17|86.2.41.130|35736|200.19.107.255|19|19691|679|True
1568917324467591|1568917384394015|17|86.2.41.130|59213|200.19.107.238|19|20126|694|True
1568917324443874|1568917384434057|17|86.2.41.130|35736|200.19.107.238|19|19662|678|True
1568917321764640|1568917381757002|17|80.6.26.108|55171|200.19.107.238|19|19488|672|True
1568917321646981|1568917381635694|17|80.6.26.108|55171|200.19.107.255|19|19459|671|True
1568917320987396|1568917380979637|17|80.6.26.108|57979|200.19.107.238|19|21489|741|True
1568917320883218|1568917380874504|17|80.6.26.108|57979|200.19.107.255|19|21576|744|True
1568917286702269|1568917346692325|17|173.91.13.248|4040|200.19.107.238|19|21025|725|True
1568917286675099|1568917346670451|17|173.91.13.248|4040|200.19.107.255|19|21025|725|True
1568917286668860|1568917346579442|17|173.91.13.248|23516|200.19.107.238|19|19401|669|True
1568917286545072|1568917346463026|17|173.91.13.248|23516|200.19.107.255|19|19459|671|True
1568917264510294|1568917324446512|17|86.2.41.130|59213|200.19.107.255|19|20619|711|True
1568917264487171|1568917324415156|17|86.2.41.130|35736|200.19.107.255|19|19865|685|True
1568917264452421|1568917324379712|17|86.2.41.130|59213|200.19.107.238|19|20648|712|True
1568917264358275|1568917324352529|17|86.2.41.130|35736|200.19.107.238|19|19894|686|True
1568917261684144|1568917321677314|17|80.6.26.108|55171|200.19.107.238|19|19517|673|True
1568917261567108|1568917321555567|17|80.6.26.108|55171|200.19.107.255|19|19488|672|True
1568917260912441|1568917320904361|17|80.6.26.108|57979|200.19.107.238|19|20358|702|True
1568917260800218|1568917320798312|17|80.6.26.108|57979|200.19.107.255|19|20358|702|True
1568917226669766|1568917286590536|17|173.91.13.248|4040|200.19.107.255|19|20329|701|True
1568917226638524|1568917286580204|17|173.91.13.248|23516|200.19.107.238|19|19517|673|True
1568917226617625|1568917286614237|17|173.91.13.248|4040|200.19.107.238|19|20387|703|True
1568917226521588|1568917286457156|17|173.91.13.248|23516|200.19.107.255|19|19488|672|True
1568917204476044|1568917264407427|17|86.2.41.130|35736|200.19.107.255|19|20387|703|True
1568917204474235|1568917264425623|17|86.2.41.130|59213|200.19.107.255|19|20735|715|True
1568917204418706|1568917264372083|17|86.2.41.130|59213|200.19.107.238|19|20706|714|True
1568917204321593|1568917264277715|17|86.2.41.130|35736|200.19.107.238|19|20358|702|True
1568917201655558|1568917261594503|17|80.6.26.108|55171|200.19.107.238|19|19459|671|True
1568917201540359|1568917261475135|17|80.6.26.108|55171|200.19.107.255|19|19488|672|True
1568917200889430|1568917260824526|17|80.6.26.108|57979|200.19.107.238|19|20938|722|True
1568917200784347|1568917260714393|17|80.6.26.108|57979|200.19.107.255|19|20967|723|True
1568917166621929|1568917226587176|17|173.91.13.248|4040|200.19.107.255|19|21344|736|True
1568917166584212|1568917226553232|17|173.91.13.248|23516|200.19.107.238|19|19749|681|True
1568917166573157|1568917226540758|17|173.91.13.248|4040|200.19.107.238|19|21373|737|True
1568917166464479|1568917226438428|17|173.91.13.248|23516|200.19.107.255|19|19749|681|True
1568917144467321|1568917204385861|17|86.2.41.130|59213|200.19.107.255|19|20561|709|True
1568917144449772|1568917204378014|17|86.2.41.130|35736|200.19.107.255|19|20068|692|True
1568917144411325|1568917204335494|17|86.2.41.130|59213|200.19.107.238|19|20561|709|True
1568917144299458|1568917204227001|17|86.2.41.130|35736|200.19.107.238|19|20068|692|True
1568917141646221|1568917201565486|17|80.6.26.108|55171|200.19.107.238|19|19430|670|True
1568917141524321|1568917201449054|17|80.6.26.108|55171|200.19.107.255|19|19430|670|True
1568917140934326|1568917154909731|17|90.249.201.74|37845|200.19.107.238|19|4872|168|True
1568917140886401|1568917200804758|17|80.6.26.108|57979|200.19.107.238|19|21373|737|True
1568917140824842|1568917154887580|17|90.249.201.74|37845|200.19.107.255|19|4901|169|True
1568917140701527|1568917200699826|17|80.6.26.108|57979|200.19.107.255|19|21402|738|True
1568917106566931|1568917166541386|17|173.91.13.248|4040|200.19.107.255|19|21286|734|True
1568917106512453|1568917166494407|17|173.91.13.248|4040|200.19.107.238|19|21286|734|True
1568917106509252|1568917166499824|17|173.91.13.248|23516|200.19.107.238|19|19488|672|True
1568917106392841|1568917166375703|17|173.91.13.248|23516|200.19.107.255|19|19488|672|True
1568917098356254|1568917098356254|17|200.19.107.238|19|66.150.164.100|61232|1500|1|False
1568917098354434|1568917098354434|17|200.19.107.238|19|66.150.164.100|43983|1500|1|False
1568917098352885|1568917116152200|17|66.150.164.100|61232|200.19.107.238|19|6351|219|True
1568917098352713|1568917116144763|17|66.150.164.100|43983|200.19.107.238|19|5800|200|True
1568917098327950|1568917098327950|17|200.19.107.255|19|66.150.164.100|61232|1500|1|False
1568917098324301|1568917098324301|17|200.19.107.255|19|66.150.164.100|43983|1500|1|False
1568917098322707|1568917116131460|17|66.150.164.100|61232|200.19.107.255|19|6351|219|True
1568917098320832|1568917116117042|17|66.150.164.100|43983|200.19.107.255|19|5800|200|True
1568917084437094|1568917144356041|17|86.2.41.130|35736|200.19.107.255|19|19778|682|True
1568917084396288|1568917144387938|17|86.2.41.130|59213|200.19.107.255|19|20967|723|True
1568917084343184|1568917144325707|17|86.2.41.130|59213|200.19.107.238|19|20996|724|True
1568917084282838|1568917144205539|17|86.2.41.130|35736|200.19.107.238|19|19778|682|True
1568917081625465|1568917141559173|17|80.6.26.108|55171|200.19.107.238|19|19604|676|True
1568917081511802|1568917141437701|17|80.6.26.108|55171|200.19.107.255|19|19604|676|True
1568917080887994|1568917140854520|17|90.249.201.74|37845|200.19.107.238|19|20938|722|True
1568917080867617|1568917140808959|17|80.6.26.108|57979|200.19.107.238|19|21286|734|True
1568917080775863|1568917140742513|17|90.249.201.74|37845|200.19.107.255|19|20909|721|True
1568917080678745|1568917140628383|17|80.6.26.108|57979|200.19.107.255|19|21257|733|True
1568917046523889|1568917106483325|17|173.91.13.248|4040|200.19.107.255|19|21228|732|True
1568917046474078|1568917106437046|17|173.91.13.248|4040|200.19.107.238|19|21199|731|True
1568917046441431|1568917106422459|17|173.91.13.248|23516|200.19.107.238|19|19575|675|True
1568917046329578|1568917106301877|17|173.91.13.248|23516|200.19.107.255|19|19575|675|True
1568917024363422|1568917084348929|17|86.2.41.130|35736|200.19.107.255|19|19894|686|True
1568917024315431|1568917084313406|17|86.2.41.130|59213|200.19.107.255|19|20068|692|True
1568917024257883|1568917084255259|17|86.2.41.130|59213|200.19.107.238|19|20039|691|True
1568917024214407|1568917084192302|17|86.2.41.130|35736|200.19.107.238|19|19836|684|True
1568917022103726|1568917072673094|17|5.108.147.91|30433|200.19.107.255|19|16501|569|True
1568917021610524|1568917081537124|17|80.6.26.108|55171|200.19.107.238|19|19575|675|True
1568917021495000|1568917081425203|17|80.6.26.108|55171|200.19.107.255|19|19517|673|True
1568917021144187|1568917072616016|17|5.108.147.91|30433|200.19.107.238|19|16791|579|True
1568917020845323|1568917080781553|17|80.6.26.108|57979|200.19.107.238|19|21228|732|True
1568917020814527|1568917080806100|17|90.249.201.74|37845|200.19.107.238|19|20068|692|True
1568917020744782|1568917072625653|17|5.108.147.91|3707|200.19.107.238|19|17313|597|True
1568917020715913|1568917072601800|17|5.108.147.91|3707|200.19.107.255|19|17313|597|True
1568917020703882|1568917080693433|17|90.249.201.74|37845|200.19.107.255|19|20039|691|True
1568917020655875|1568917080593333|17|80.6.26.108|57979|200.19.107.255|19|21170|730|True
1568916986464685|1568917046390915|17|173.91.13.248|4040|200.19.107.238|19|21228|732|True
1568916986442939|1568917046441410|17|173.91.13.248|4040|200.19.107.255|19|21257|733|True
1568916986356715|1568917046356049|17|173.91.13.248|23516|200.19.107.238|19|20010|690|True
1568916986328968|1568917046241937|17|173.91.13.248|23516|200.19.107.255|19|19952|688|True
1568916964288834|1568917024239489|17|86.2.41.130|59213|200.19.107.255|19|20010|690|True
1568916964288140|1568917024277606|17|86.2.41.130|35736|200.19.107.255|19|19778|682|True
1568916964212299|1568917024173360|17|86.2.41.130|59213|200.19.107.238|19|19981|689|True
1568916964209121|1568917024122982|17|86.2.41.130|35736|200.19.107.238|19|19720|680|True
1568916962079193|1568917022013331|17|5.108.147.91|30433|200.19.107.255|19|19488|672|True
1568916961534080|1568917021521398|17|80.6.26.108|55171|200.19.107.238|19|19459|671|True
1568916961416909|1568917021404494|17|80.6.26.108|55171|200.19.107.255|19|19459|671|True
1568916961128808|1568917021055824|17|5.108.147.91|30433|200.19.107.238|19|19488|672|True
1568916960828820|1568917020764419|17|80.6.26.108|57979|200.19.107.238|19|21257|733|True
1568916960744519|1568917020725942|17|90.249.201.74|37845|200.19.107.238|19|19981|689|True
1568916960706901|1568917020655000|17|5.108.147.91|3707|200.19.107.238|19|19952|688|True
1568916960682630|1568917020632112|17|5.108.147.91|3707|200.19.107.255|19|19981|689|True
1568916960645435|1568917020575608|17|80.6.26.108|57979|200.19.107.255|19|21257|733|True
1568916960634395|1568917020619359|17|90.249.201.74|37845|200.19.107.255|19|19952|688|True
1568916926416673|1568916986380185|17|173.91.13.248|4040|200.19.107.238|19|21286|734|True
1568916926394662|1568916986357402|17|173.91.13.248|4040|200.19.107.255|19|21286|734|True
1568916926351126|1568916986268972|17|173.91.13.248|23516|200.19.107.238|19|19691|679|True
1568916926323716|1568916986245691|17|173.91.13.248|23516|200.19.107.255|19|19691|679|True
1568916914772193|1568916956301383|17|47.111.62.174|15331|200.19.107.238|11211|43524|54|True
1568916912161407|1568916956444070|17|47.111.62.174|49923|200.19.107.238|11211|46748|58|True
1568916909416607|1568916951974372|17|47.111.62.174|43825|200.19.107.238|11211|56420|70|True
1568916909358672|1568916951812549|17|47.111.62.174|198|200.19.107.238|11211|35464|44|True
1568916909256136|1568916951923561|17|47.111.62.174|39002|200.19.107.238|11211|56420|70|True
1568916909204865|1568916956132666|17|47.111.62.174|5708|200.19.107.238|11211|54808|68|True
1568916909138890|1568916954173712|17|47.111.62.174|8945|200.19.107.238|11211|41106|51|True
1568916906444897|1568916956063982|17|47.111.62.174|23119|200.19.107.238|11211|38688|48|True
1568916906409750|1568916956063606|17|47.111.62.174|6889|200.19.107.238|11211|49166|61|True
1568916906407851|1568916945233682|17|47.111.62.174|58459|200.19.107.238|11211|39494|49|True
1568916906396864|1568916953919916|17|47.111.62.174|31122|200.19.107.238|11211|35464|44|True
1568916904238143|1568916964087166|17|86.2.41.130|35736|200.19.107.255|19|19517|673|True
1568916904207603|1568916964122287|17|86.2.41.130|35736|200.19.107.238|19|19546|674|True
1568916904151187|1568916964128842|17|86.2.41.130|59213|200.19.107.238|19|20590|710|True
1568916904121876|1568916964095166|17|86.2.41.130|59213|200.19.107.255|19|20590|710|True
1568916903186022|1568916954037551|17|47.111.62.174|38110|200.19.107.238|11211|60450|75|True
1568916903185981|1568916947604505|17|47.111.62.174|34888|200.19.107.238|11211|24180|30|True
1568916903106449|1568916942903033|17|47.111.62.174|64611|200.19.107.238|11211|37882|47|True
1568916903084300|1568916956116461|17|47.111.62.174|49208|200.19.107.238|11211|33852|42|True
1568916903052462|1568916956192870|17|47.111.62.174|12184|200.19.107.238|11211|50778|63|True
1568916903039258|1568916956070005|17|47.111.62.174|54175|200.19.107.238|11211|33852|42|True
1568916903029791|1568916955828647|17|47.111.62.174|55718|200.19.107.238|11211|39494|49|True
1568916903014617|1568916951554159|17|47.111.62.174|58449|200.19.107.238|11211|30628|38|True
1568916902014993|1568916961988841|17|5.108.147.91|30433|200.19.107.255|19|19517|673|True
1568916901510245|1568916961442561|17|80.6.26.108|55171|200.19.107.238|19|19575|675|True
1568916901392850|1568916961326484|17|80.6.26.108|55171|200.19.107.255|19|19575|675|True
1568916901056747|1568916961041531|17|5.108.147.91|30433|200.19.107.238|19|19517|673|True
1568916900768665|1568916960752308|17|80.6.26.108|57979|200.19.107.238|19|21315|735|True
1568916900673866|1568916960656556|17|90.249.201.74|37845|200.19.107.238|19|20677|713|True
1568916900651324|1568916960616135|17|5.108.147.91|3707|200.19.107.238|19|20068|692|True
1568916900628945|1568916960591881|17|5.108.147.91|3707|200.19.107.255|19|20068|692|True
1568916900584984|1568916960564178|17|80.6.26.108|57979|200.19.107.255|19|21344|736|True
1568916900558460|1568916960545203|17|90.249.201.74|37845|200.19.107.255|19|20677|713|True
1568916899902464|1568916955881492|17|47.111.62.174|24652|200.19.107.238|11211|57226|71|True
1568916899894583|1568916955860617|17|47.111.62.174|20915|200.19.107.238|11211|30628|38|True
1568916899788150|1568916955859393|17|47.111.62.174|47023|200.19.107.238|11211|49166|61|True
1568916899785179|1568916955921471|17|47.111.62.174|13691|200.19.107.238|11211|49166|61|True
1568916899760866|1568916956126215|17|47.111.62.174|63219|200.19.107.238|11211|51584|64|True
1568916899755797|1568916951792497|17|47.111.62.174|58622|200.19.107.238|11211|52390|65|True
1568916899754534|1568916954201311|17|47.111.62.174|9349|200.19.107.238|11211|41912|52|True
1568916899740722|1568916956226462|17|47.111.62.174|51397|200.19.107.238|11211|48360|60|True
1568916899680957|1568916956226494|17|47.111.62.174|18506|200.19.107.238|11211|46748|58|True
1568916899679111|1568916951909407|17|47.111.62.174|45409|200.19.107.238|11211|50778|63|True
1568916899666360|1568916899667122|17|200.19.107.238|11211|47.111.62.174|49886|152|4|False
1568916899665949|1568916954120228|17|47.111.62.174|49886|200.19.107.238|11211|40300|50|True
1568916866376982|1568916926331564|17|173.91.13.248|4040|200.19.107.238|19|21344|736|True
1568916866354320|1568916926309261|17|173.91.13.248|4040|200.19.107.255|19|21344|736|True
1568916866349910|1568916926263049|17|173.91.13.248|23516|200.19.107.238|19|19227|663|True
1568916866316881|1568916926232533|17|173.91.13.248|23516|200.19.107.255|19|19227|663|True
1568916844132328|1568916904072031|17|86.2.41.130|59213|200.19.107.238|19|20938|722|True
1568916844130240|1568916904119477|17|86.2.41.130|35736|200.19.107.238|19|19604|676|True
1568916844109343|1568916904091726|17|86.2.41.130|35736|200.19.107.255|19|19575|675|True
1568916844101764|1568916904039432|17|86.2.41.130|59213|200.19.107.255|19|20967|723|True
1568916841927722|1568916901924334|17|5.108.147.91|30433|200.19.107.255|19|19517|673|True
1568916841424138|1568916901418084|17|80.6.26.108|55171|200.19.107.238|19|19343|667|True
1568916841389526|1568916901301022|17|80.6.26.108|55171|200.19.107.255|19|19285|665|True
1568916841004103|1568916900970165|17|5.108.147.91|30433|200.19.107.238|19|19517|673|True
1568916840716835|1568916900692781|17|80.6.26.108|57979|200.19.107.238|19|21344|736|True
1568916840623877|1568916900586575|17|90.249.201.74|37845|200.19.107.238|19|20909|721|True
1568916840587024|1568916900566082|17|5.108.147.91|3707|200.19.107.238|19|20010|690|True
1568916840558375|1568916900542764|17|5.108.147.91|3707|200.19.107.255|19|19981|689|True
1568916840531403|1568916900507560|17|80.6.26.108|57979|200.19.107.255|19|21373|737|True
1568916840507659|1568916900479537|17|90.249.201.74|37845|200.19.107.255|19|20909|721|True
1568916806343463|1568916866257530|17|173.91.13.248|23516|200.19.107.238|19|19198|662|True
1568916806331694|1568916866295475|17|173.91.13.248|4040|200.19.107.238|19|21460|740|True
1568916806311135|1568916866227254|17|173.91.13.248|23516|200.19.107.255|19|19227|663|True
1568916806300893|1568916866270549|17|173.91.13.248|4040|200.19.107.255|19|21460|740|True
1568916784098942|1568916844052775|17|86.2.41.130|35736|200.19.107.238|19|19633|677|True
1568916784072178|1568916844047302|17|86.2.41.130|59213|200.19.107.238|19|20097|693|True
1568916784069328|1568916844022757|17|86.2.41.130|35736|200.19.107.255|19|19633|677|True
1568916784038326|1568916844024099|17|86.2.41.130|59213|200.19.107.255|19|20097|693|True
1568916781926495|1568916841844297|17|5.108.147.91|30433|200.19.107.255|19|19546|674|True
1568916781404664|1568916841333286|17|80.6.26.108|55171|200.19.107.238|19|19430|670|True
1568916781379953|1568916841302213|17|80.6.26.108|55171|200.19.107.255|19|19401|669|True
1568916780976945|1568916840920529|17|5.108.147.91|30433|200.19.107.238|19|19575|675|True
1568916780685156|1568916840638374|17|80.6.26.108|57979|200.19.107.238|19|21460|740|True
1568916780572202|1568916840536096|17|90.249.201.74|37845|200.19.107.238|19|20068|692|True
1568916780526907|1568916840498195|17|5.108.147.91|3707|200.19.107.238|19|20068|692|True
1568916780499462|1568916840454224|17|80.6.26.108|57979|200.19.107.255|19|21431|739|True
1568916780495086|1568916840474339|17|5.108.147.91|3707|200.19.107.255|19|20039|691|True
1568916780453870|1568916840421766|17|90.249.201.74|37845|200.19.107.255|19|20039|691|True
1568916724053871|1568916784003295|17|86.2.41.130|35736|200.19.107.238|19|19604|676|True
1568916724028279|1568916783977849|17|86.2.41.130|35736|200.19.107.255|19|19575|675|True
1568916724027753|1568916783985991|17|86.2.41.130|59213|200.19.107.238|19|20358|702|True
1568916723994735|1568916783956185|17|86.2.41.130|59213|200.19.107.255|19|20329|701|True
1568916721889684|1568916781835876|17|5.108.147.91|30433|200.19.107.255|19|19488|672|True
1568916721404268|1568916781313384|17|80.6.26.108|55171|200.19.107.238|19|19459|671|True
1568916721370430|1568916781289053|17|80.6.26.108|55171|200.19.107.255|19|19459|671|True
1568916720978632|1568916760582608|17|77.171.190.20|16964|200.19.107.255|19|12818|442|True
1568916720967768|1568916780890067|17|5.108.147.91|30433|200.19.107.238|19|19488|672|True
1568916720832868|1568916760606874|17|77.171.190.20|16964|200.19.107.238|19|12876|444|True
1568916720657203|1568916760518202|17|77.171.190.20|35567|200.19.107.238|19|13630|470|True
1568916720626682|1568916760565366|17|77.171.190.20|35567|200.19.107.255|19|13659|471|True
1568916720605892|1568916780605314|17|80.6.26.108|57979|200.19.107.238|19|21460|740|True
1568916720551339|1568916780484679|17|90.249.201.74|37845|200.19.107.238|19|20474|706|True
1568916720497983|1568916780415526|17|80.6.26.108|57979|200.19.107.255|19|21431|739|True
1568916720482700|1568916780439048|17|5.108.147.91|3707|200.19.107.238|19|20039|691|True
1568916720455139|1568916780411835|17|5.108.147.91|3707|200.19.107.255|19|20039|691|True
1568916720446510|1568916780369467|17|90.249.201.74|37845|200.19.107.255|19|20474|706|True
1568916663988119|1568916723963507|17|86.2.41.130|35736|200.19.107.238|19|19517|673|True
1568916663981365|1568916723939571|17|86.2.41.130|59213|200.19.107.238|19|20416|704|True
1568916663960148|1568916723939196|17|86.2.41.130|35736|200.19.107.255|19|19546|674|True
1568916663950655|1568916723912110|17|86.2.41.130|59213|200.19.107.255|19|20416|704|True
1568916661877760|1568916721803894|17|5.108.147.91|30433|200.19.107.255|19|19981|689|True
1568916661319115|1568916721318552|17|80.6.26.108|55171|200.19.107.238|19|20010|690|True
1568916661293450|1568916721287612|17|80.6.26.108|55171|200.19.107.255|19|20010|690|True
1568916661103086|1568916717888657|17|86.2.41.130|59323|200.19.107.238|19|18560|640|True
1568916661070872|1568916717864494|17|86.2.41.130|59323|200.19.107.255|19|18589|641|True
1568916660917684|1568916720884693|17|5.108.147.91|30433|200.19.107.238|19|20010|690|True
1568916660905999|1568916720887088|17|77.171.190.20|16964|200.19.107.255|19|19314|666|True
1568916660756094|1568916720744069|17|77.171.190.20|16964|200.19.107.238|19|19343|667|True
1568916660576306|1568916720570551|17|77.171.190.20|35567|200.19.107.238|19|20416|704|True
1568916660565250|1568916720529121|17|80.6.26.108|57979|200.19.107.238|19|21344|736|True
1568916660552497|1568916720536563|17|77.171.190.20|35567|200.19.107.255|19|20416|704|True
1568916660474253|1568916720468201|17|90.249.201.74|37845|200.19.107.238|19|21460|740|True
1568916660457848|1568916720419037|17|80.6.26.108|57979|200.19.107.255|19|21373|737|True
1568916660406777|1568916720394145|17|5.108.147.91|3707|200.19.107.238|19|20068|692|True
1568916660373444|1568916720369559|17|5.108.147.91|3707|200.19.107.255|19|20097|693|True
1568916660366519|1568916720362682|17|90.249.201.74|37845|200.19.107.255|19|21460|740|True
1568916603971895|1568916663893238|17|86.2.41.130|59213|200.19.107.238|19|20126|694|True
1568916603960657|1568916663897497|17|86.2.41.130|35736|200.19.107.238|19|19778|682|True
1568916603939354|1568916663868374|17|86.2.41.130|59213|200.19.107.255|19|20126|694|True
1568916603928141|1568916663872574|17|86.2.41.130|35736|200.19.107.255|19|19778|682|True
1568916601868404|1568916661786387|17|5.108.147.91|30433|200.19.107.255|19|19372|668|True
1568916601238089|1568916661236253|17|80.6.26.108|55171|200.19.107.238|19|19488|672|True
1568916601213915|1568916661205366|17|80.6.26.108|55171|200.19.107.255|19|19459|671|True
1568916601082018|1568916661012050|17|86.2.41.130|59323|200.19.107.238|19|19517|673|True
1568916601056701|1568916660983644|17|86.2.41.130|59323|200.19.107.255|19|19546|674|True
1568916600903122|1568916660830215|17|5.108.147.91|30433|200.19.107.238|19|19372|668|True
1568916600875448|1568916660814863|17|77.171.190.20|16964|200.19.107.255|19|19343|667|True
1568916600729784|1568916660668331|17|77.171.190.20|16964|200.19.107.238|19|19343|667|True
1568916600565599|1568916602906340|17|86.2.41.130|51590|200.19.107.238|19|841|29|True
1568916600550810|1568916660490820|17|80.6.26.108|57979|200.19.107.238|19|21344|736|True
1568916600538433|1568916660489795|17|77.171.190.20|35567|200.19.107.238|19|20126|694|True
1568916600513664|1568916660465381|17|77.171.190.20|35567|200.19.107.255|19|20126|694|True
1568916600460450|1568916660388407|17|90.249.201.74|37845|200.19.107.238|19|21402|738|True
1568916600453832|1568916602871730|17|86.2.41.130|51590|200.19.107.255|19|870|30|True
1568916600439902|1568916660379500|17|80.6.26.108|57979|200.19.107.255|19|21344|736|True
1568916600384584|1568916660322420|17|5.108.147.91|3707|200.19.107.238|19|20010|690|True
1568916600359211|1568916660290194|17|5.108.147.91|3707|200.19.107.255|19|20010|690|True
1568916600350215|1568916660282216|17|90.249.201.74|37845|200.19.107.255|19|21402|738|True
1568916541786212|1568916601781712|17|5.108.147.91|30433|200.19.107.255|19|18966|654|True
1568916541173213|1568916601147369|17|80.6.26.108|55171|200.19.107.238|19|19343|667|True
1568916541142546|1568916601122125|17|80.6.26.108|55171|200.19.107.255|19|19198|662|True
1568916541061167|1568916600989566|17|86.2.41.130|59323|200.19.107.238|19|19169|661|True
1568916541025386|1568916600964600|17|86.2.41.130|59323|200.19.107.255|19|19198|662|True
1568916540871884|1568916600810871|17|5.108.147.91|30433|200.19.107.238|19|18937|653|True
1568916540824764|1568916600783735|17|77.171.190.20|16964|200.19.107.255|19|19169|661|True
1568916540706917|1568916600637788|17|77.171.190.20|16964|200.19.107.238|19|19169|661|True
1568916540528990|1568916600465363|17|80.6.26.108|57979|200.19.107.238|19|20938|722|True
1568916540504334|1568916600458032|17|77.171.190.20|35567|200.19.107.238|19|21112|728|True
1568916540498098|1568916600486179|17|86.2.41.130|51590|200.19.107.238|19|21257|733|True
1568916540478467|1568916600428582|17|77.171.190.20|35567|200.19.107.255|19|21141|729|True
1568916540452866|1568916600380953|17|90.249.201.74|37845|200.19.107.238|19|20996|724|True
1568916540419287|1568916600358096|17|80.6.26.108|57979|200.19.107.255|19|20967|723|True
1568916540389655|1568916600373681|17|86.2.41.130|51590|200.19.107.255|19|21257|733|True
1568916540362502|1568916600298971|17|5.108.147.91|3707|200.19.107.238|19|19227|663|True
1568916540338872|1568916600269347|17|90.249.201.74|37845|200.19.107.255|19|21025|725|True
1568916540307760|1568916600277110|17|5.108.147.91|3707|200.19.107.255|19|19227|663|True
1568916533837201|1568916580748124|17|173.91.13.248|37770|200.19.107.238|19|16588|572|True
1568916533758547|1568916580749595|17|173.91.13.248|59639|200.19.107.238|19|15892|548|True
1568916533730219|1568916580723005|17|173.91.13.248|37770|200.19.107.255|19|16617|573|True
1568916533646950|1568916580724552|17|173.91.13.248|59639|200.19.107.255|19|15863|547|True
1568916481705745|1568916541699389|17|5.108.147.91|30433|200.19.107.255|19|16646|574|True
1568916481107514|1568916541081295|17|80.6.26.108|55171|200.19.107.238|19|18589|641|True
